id,name,type,country,region,sector,strategic_role,description,sovereignty_score,criticality,market_importance,france_or_eu_fit,color,confidence,tags,sources,fact_status
hammerhai_germany,HammerHAI,funding_program,Germany,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,German AI Factory node in EuroHPC network.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
meluxina_ai,MeluXina-AI,funding_program,Luxembourg,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Luxembourg AI Factory around MeluXina supercomputer.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known
it4lia_italy,IT4LIA,funding_program,Italy,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Italian AI Factory leveraging Leonardo and Bologna Tecnopolo.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known
bsc_aif_spain,BSC AIF,funding_program,Spain,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Barcelona AI Factory around MareNostrum 5 upgrade.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known
onehealth_ai_spain,1HealthAI,funding_program,Spain,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Spanish One-Health AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
pharos_greece,Pharos,funding_program,Greece,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Greek AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
mimer_sweden,MIMER,funding_program,Sweden,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Swedish AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
ai_at_austria,AI:AT,funding_program,Austria,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Austrian AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known
brainpp_bulgaria,BRAIN++,funding_program,Bulgaria,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Bulgarian Robotics & AI Nexus AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known
piast_aif_poland,PIAST AIF,funding_program,Poland,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Polish AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
gaia_ai_poland,Gaia AI Factory,funding_program,Poland,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Polish Gaia AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
slaif_slovenia,SLAIF,funding_program,Slovenia,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Slovenian AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known
czai_czechia,CZAI,funding_program,Czechia,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Czech AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
litai_lithuania,LitAI Factory,funding_program,Lithuania,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Lithuanian AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
nlaif_netherlands,NLAIF,funding_program,Netherlands,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Netherlands AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
ro_ai_romania,RO AI Factory,funding_program,Romania,Europe,"[""AI infrastructure"", ""HPC""]",AI Factory,Romanian AI Factory.,5,4,4,3,green,high,"[""AI_Factory"", ""EuroHPC""]","[""eu_ai_factories_policy""]",known
alice_recoque,Alice Recoque Exascale Supercomputer,data_center,France,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,Second EuroHPC exascale supercomputer; AI-ready and linked to AI2F.,5,5,4,5,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai2f_press""]",known
jean_zay,Jean Zay Supercomputer,data_center,France,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,Existing French national infrastructure owned by GENCI at IDRIS/CNRS.,5,5,4,5,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai2f_press""]",known
adastra,Adastra Supercomputer,data_center,France,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,Existing French national infrastructure at CINES/France Universités.,5,5,4,5,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai2f_press""]",known
joliot_curie,Joliot-Curie Supercomputer,data_center,France,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,Existing French national infrastructure at TGCC/CEA.,5,5,4,5,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai2f_press""]",known
lumi_supercomputer,LUMI Supercomputer,data_center,Finland,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,EuroHPC supercomputer used by LUMI AI Factory.,5,5,4,3,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai_systems""]",known
meluxina_supercomputer,MeluXina Supercomputer,data_center,Luxembourg,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,EuroHPC petascale supercomputer in Luxembourg.,5,5,4,3,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai_systems""]",known
leonardo_supercomputer,Leonardo Supercomputer,data_center,Italy,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,EuroHPC supercomputer used by IT4LIA.,5,5,4,3,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai_systems""]",known
marenostrum5,MareNostrum 5,data_center,Spain,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,EuroHPC supercomputer to be upgraded for AI Factory capacity.,5,5,4,3,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai_systems""]",known
discoverer_supercomputer,Discoverer Supercomputer,data_center,Bulgaria,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,EuroHPC supercomputer in Sofia.,5,5,4,3,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai_systems""]",known
vega_supercomputer,Vega Supercomputer,data_center,Slovenia,Europe,"[""HPC"", ""AI compute""]",AI/HPC infrastructure,EuroHPC supercomputer in Slovenia.,5,5,4,3,green,high,"[""HPC"", ""compute""]","[""eurohpc_ai_systems""]",known
genci,GENCI,government_agency,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French hosting entity leading AI2F.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
cea,CEA,research_lab,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French research organization and AI2F partner.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
cnrs,CNRS,research_lab,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French research organization and AI2F partner.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
inria,Inria,research_lab,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French national research institute for digital science and technology; AI2F partner.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
idris_cnrs,IDRIS / CNRS,research_lab,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,Host of Jean Zay according to AI2F description.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
cines,CINES,research_lab,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,Host of Adastra according to AI2F description.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
tgcc_cea,TGCC / CEA,research_lab,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,Host of Joliot-Curie according to AI2F description.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
french_tech,La French Tech,funding_program,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French innovation ecosystem partner in AI2F.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
station_f,Station F,startup_ecosystem,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French startup campus and AI2F ecosystem partner.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
hub_france_ia,Hub France IA,startup_ecosystem,France,Europe,"[""AI ecosystem""]",French AI ecosystem node,French AI association/ecosystem partner in AI2F.,5,4,4,5,green,high,"[""France"", ""AI2F""]","[""eurohpc_ai2f_press""]",known
mistral_ai,Mistral AI,company,France,Europe,"[""AI""]",foundation models / agents / enterprise AI platform,"French frontier AI company building models, assistants, agents and enterprise AI tooling.",4,5,5,5,green,high,"[""France"", ""foundation_models"", ""EU_AI""]","[""mistral"", ""mistral_hf""]",known
hugging_face,Hugging Face,company,France/US,Europe,"[""AI""]",model hub / AI community platform,"AI community platform for models, datasets and applications; key model distribution layer.",3,5,5,5,grey,high,"[""France"", ""model_hub"", ""open_source""]","[""huggingface""]",known
lighton_ai,LightOn,company,France,Europe,"[""AI""]",enterprise GenAI / document AI,French enterprise GenAI company focused on secure and customizable GenAI/document workflows.,4,4,4,5,green,high,"[""France"", ""enterprise_ai"", ""secure_genai""]","[""lighton"", ""orange_lighton""]",known
owkin,Owkin,company,France/US,Europe,"[""AI""]",AI biotech / AI scientist,AI biotech company using multimodal patient data and AI for biopharma R&D and clinical research.,3,4,4,5,grey,high,"[""France"", ""health_ai"", ""biotech""]","[""owkin"", ""owkin_portrait""]",known
aleph_alpha,Aleph Alpha,company,Germany,Europe,"[""AI""]",specialized language models,German/European AI company developing specialized language models for enterprises and public institutions.,4,4,4,4,green,high,"[""Germany"", ""foundation_models"", ""public_sector""]","[""aleph_alpha""]",known
deepl,DeepL,company,Germany,Europe,"[""AI""]",language AI / translation,German AI-first translation/language platform for individuals and businesses.,4,4,5,3,green,high,"[""Germany"", ""language_ai""]","[""deepl""]",known
synthesia,Synthesia,company,United Kingdom,Europe,"[""AI""]",AI video / avatars,AI video generation platform for business.,3,4,5,2,grey,high,"[""UK"", ""synthetic_media""]","[""synthesia""]",known
helsing,Helsing,company,Germany,Europe,"[""AI""]",defense AI / autonomy,European AI defense company developing AI-enabled autonomous systems and software-defined hardware.,4,5,4,4,green,high,"[""Germany"", ""defense_ai"", ""dual_use""]","[""helsing"", ""helsing_company""]",known
ovhcloud,OVHcloud,cloud_provider,France,Europe,"[""AI infrastructure""]",sovereign/public cloud,European cloud provider with public cloud and GPU offers.,4,5,5,5,green,high,"[""cloud"", ""France"", ""compute""]","[""ovhcloud"", ""ovh_gpu"", ""ovh_sovereign""]",known
scaleway,Scaleway,cloud_provider,France,Europe,"[""AI infrastructure""]",European cloud & AI cloud,European cloud provider with GPU infrastructure and AI services.,4,5,4,5,green,high,"[""cloud"", ""France"", ""gpu""]","[""scaleway"", ""scaleway_gpu""]",known
orange_business,Orange Business / Cloud Avenue,cloud_provider,France,Europe,"[""AI infrastructure""]",trusted cloud / GenAI offers,French cloud/enterprise provider with Cloud Avenue and trusted GenAI offers with LightOn.,4,4,4,5,green,high,"[""cloud"", ""France"", ""enterprise_ai""]","[""orange_cloud_avenue"", ""orange_lighton""]",known
ionos,IONOS Cloud,cloud_provider,Germany,Europe,"[""AI infrastructure""]",German cloud / sovereign cloud,German cloud provider with public-sector sovereign cloud positioning.,4,4,4,3,green,high,"[""cloud"", ""Germany""]","[""ionos_cloud"", ""ionos_public_sector""]",known
aws_european_sovereign_cloud,AWS European Sovereign Cloud,cloud_provider,US/EU,Global,"[""AI infrastructure""]",sovereign cloud offer,AWS sovereign cloud offer designed for European sovereignty requirements.,2,5,5,2,orange,high,"[""cloud"", ""US_hyperscaler"", ""sovereignty""]","[""aws_sovereign""]",known
microsoft_sovereign_cloud,Microsoft Sovereign Cloud,cloud_provider,US/EU,Global,"[""AI infrastructure""]",sovereign cloud offer,"Microsoft sovereign cloud capabilities across AI, productivity, security and cloud.",2,5,5,2,orange,high,"[""cloud"", ""US_hyperscaler"", ""sovereignty""]","[""microsoft_sovereign""]",known
nvidia,NVIDIA,chip_supplier,United States,Global,"[""AI infrastructure""]",AI accelerator platform,"Dominant AI accelerated computing supplier with GPUs, networking, HGX and software stack.",1,5,5,1,orange,high,"[""GPU"", ""US"", ""compute""]","[""nvidia_data_center"", ""nvidia_hgx""]",known
amd,AMD,chip_supplier,United States,Global,"[""AI infrastructure""]",AI/HPC accelerators,Supplier of Instinct AI/HPC accelerators.,1,5,4,1,orange,high,"[""GPU"", ""US"", ""compute""]","[""amd_mi300""]",known
intel_gaudi,Intel Gaudi,chip_supplier,United States,Global,"[""AI infrastructure""]",AI accelerator,Intel AI accelerator product line.,1,4,3,1,orange,high,"[""accelerator"", ""US""]","[""intel_gaudi""]",known
tsmc,TSMC,manufacturing_partner,Taiwan,Global,"[""AI infrastructure""]",semiconductor foundry,Advanced semiconductor foundry critical to AI chip manufacturing supply chains.,1,5,5,1,orange,high,"[""foundry"", ""Taiwan"", ""chips""]","[""tsmc""]",known
asml,ASML,hardware_component,Netherlands,Europe,"[""AI infrastructure""]",semiconductor lithography,European semiconductor equipment supplier; EUV lithography is critical for advanced chips.,5,5,5,5,green,high,"[""Netherlands"", ""semiconductor_equipment"", ""sovereign_enabler""]","[""asml"", ""asml_euv""]",known
sipearl,SiPearl,chip_supplier,France,Europe,"[""AI infrastructure""]",European HPC/AI CPU,"European fabless CPU company for sovereign supercomputing, AI and data centres.",5,4,3,5,green,high,"[""France"", ""chips"", ""sovereign_enabler""]","[""sipearl"", ""sipearl_processor""]",known
pytorch,PyTorch,open_source_project,Global,Global,"[""AI infrastructure""]",deep learning framework,Open-source deep learning framework widely used for research and production.,2,5,5,4,orange,high,"[""open_source"", ""framework""]","[""pytorch""]",known
tensorflow,TensorFlow,open_source_project,Global,Global,"[""AI infrastructure""]",machine learning platform,End-to-end open-source ML platform.,2,4,4,3,orange,high,"[""open_source"", ""framework""]","[""tensorflow""]",known
kubernetes,Kubernetes,open_source_project,Global,Global,"[""AI infrastructure""]",container orchestration,Open-source platform for container orchestration and workload portability.,2,5,5,4,orange,high,"[""open_source"", ""cloud_native""]","[""kubernetes""]",known
vllm,vLLM,open_source_project,Global,Global,"[""AI infrastructure""]",LLM inference serving,Open-source LLM serving engine for high-throughput and memory-efficient inference.,2,5,4,5,orange,high,"[""open_source"", ""llm_serving""]","[""vllm""]",known
