source_id,title,url,type,notes
rheinmetall_defence,Rheinmetall — Defence,https://www.rheinmetall.com/en/products/defence,company_official,"Rheinmetall defence portfolio: vehicles, weapons/ammunition, air defence, electronics and soldier systems."
mbda,MBDA,https://www.mbda-systems.com/,company_official,"European missile systems company; complex weapon systems, air defence, deep strike, force protection and air dominance products."
dassault_defense,Dassault Aviation — Defense,https://www.dassault-aviation.com/en/defense/,company_official,Dassault defense aircraft and Rafale ecosystem.
safran_defense,Safran — Defense,https://www.safran-group.com/markets/defense,company_official,"Safran defence markets: optronics, navigation, electronics, propulsion and aircraft equipment."
naval_group,Naval Group,https://www.naval-group.com/en,company_official,"French naval defence group: submarines, surface ships, combat systems, services."
knds,KNDS,https://www.knds.com/,company_official,"European land systems company formed by Krauss-Maffei Wegmann and Nexter; tanks, artillery and land systems."
bae_systems,BAE Systems,https://www.baesystems.com/en/our-company/our-businesses,company_official,"UK-based defence, aerospace and security company."
saab,Saab,https://www.saab.com/products,company_official,"Swedish defence and security company: aeronautics, surveillance, naval, land and advanced systems."
indra,Indra,https://www.indracompany.com/en/defence-security,company_official,Spanish defence/security and technology company.
hensoldt,Hensoldt,https://www.hensoldt.net/,company_official,German sensor solutions company for defence and security.
kongsberg,Kongsberg Defence & Aerospace,https://www.kongsberg.com/kda/,company_official,"Norwegian defence/aerospace company: missiles, air defence, space, naval and command systems."
diehl_defence,Diehl Defence,https://www.diehl.com/defence/en/,company_official,"German defence company with air defence, guided missiles, ammunition and protection systems."
fincantieri,Fincantieri — Naval Vessels,https://www.fincantieri.com/en/products-and-services/naval-vessels/,company_official,Italian naval shipbuilding and systems.
patria,Patria,https://www.patriagroup.com/,company_official,"Finnish defence and technology company: vehicles, maintenance, lifecycle support and systems."
bittium,Bittium Defence & Security,https://www.bittium.com/defense-security/,company_official,Finnish secure communications and defence/security systems.
rohde_schwarz_defence,Rohde & Schwarz — Defence,https://www.rohde-schwarz.com/solutions/aerospace-defense-security/defense/defense_229218.html,company_official,"Secure communications, test and measurement, electronic warfare and monitoring."
helsing,Helsing,https://helsing.ai/,company_official,European software and AI defence company.
quantum_systems,Quantum Systems,https://quantum-systems.com/,company_official,German aerial intelligence / unmanned systems company.
tekever,TEKEVER,https://www.tekever.com/,company_official,Portuguese unmanned systems and surveillance company.
arx_robotics,ARX Robotics,https://www.arx-robotics.com/,company_official,German defence robotics and autonomous ground systems startup.
unseenlabs,Unseenlabs,https://unseenlabs.space/,company_official,French maritime surveillance by space-based RF detection.
preligens,Preligens / Safran AI,https://www.safran.ai/,company_official,AI for intelligence and geospatial analysis; now associated with Safran AI.
delair,Delair,https://delair.aero/,company_official,French drone and aerial intelligence company.
exotrail,Exotrail,https://www.exotrail.com/,company_official,French space mobility company.
harfanglab,HarfangLab,https://harfanglab.io/,company_official,French endpoint detection and cybersecurity company.
sentrycs,Sentrycs,https://sentrycs.com/,company_official,Counter-drone cyber/RF detection and mitigation company.
iris2,European Commission — IRIS²,https://defence-industry-space.ec.europa.eu/eu-space/iris2-secure-connectivity_en,official_space_program,EU secure connectivity satellite programme.
galileo_prs,EU Agency for the Space Programme — Galileo PRS,https://www.euspa.europa.eu/eu-space-programme/galileo/services/prs,official_space_program,Galileo Public Regulated Service for government-authorised users.
govsatcom,European Commission — GOVSATCOM,https://defence-industry-space.ec.europa.eu/eu-space/govsatcom_en,official_space_program,EU Governmental Satellite Communications.
