id,name,type,country,region,sector,strategic_role,description,sovereignty_score,criticality,market_importance,france_or_eu_fit,color,confidence,tags,sources,fact_status
card,Coordinated Annual Review on Defence,official_assessment,EU,Europe,"[""capability assessment""]",European defence assessment mechanism,"Mechanism for identifying defence capability trends, gaps and cooperation opportunities.",5,4,4,5,blue,medium,"[""EU"", ""assessment""]","[""card""]",known
pesco,PESCO,funding_program,EU,Europe,"[""defence cooperation""]",EU structured defence cooperation,Framework for collaborative defence projects across participating EU member states.,5,4,4,5,blue,medium,"[""EU"", ""cooperation""]","[""pesco""]",known
occar,OCCAR,program_management,Europe,Europe,"[""joint armament""]",European joint programme manager,Programme management organization for joint armament cooperation.,5,4,4,5,blue,medium,"[""program_management""]","[""occar""]",known
nato_diana,NATO DIANA,funding_program,NATO,Europe/North America,"[""dual-use"", ""innovation""]",NATO defence innovation accelerator,Accelerator for dual-use technologies across the NATO ecosystem.,4,4,4,4,blue,medium,"[""NATO"", ""dual_use""]","[""nato_diana""]",known
france_dga,DGA,government_agency,France,Europe,"[""procurement"", ""R&D""]",French armament agency,French armament procurement and technology agency.,5,5,5,5,blue,high,"[""France"", ""procurement""]","[""france_dga""]",known
aid_france,Agence de l'innovation de défense,government_agency,France,Europe,"[""innovation""]",French defence innovation agency,French agency focused on defence innovation and dual-use technology scouting.,5,4,4,5,blue,medium,"[""France"", ""innovation""]","[""aid_france""]",known
france_2030,France 2030,funding_program,France,Europe,"[""industrial strategy""]",French strategic investment plan,"French strategic investment programme relevant to deeptech, industrial sovereignty and dual-use technology.",5,4,4,5,blue,medium,"[""France"", ""funding""]","[""france2030""]",known
iris2,IRIS² Secure Connectivity,official_space_program,EU,Europe,"[""space"", ""satcom""]",EU secure satellite connectivity programme,EU secure connectivity satellite constellation programme.,5,5,5,5,blue,medium,"[""EU"", ""space"", ""satcom""]","[""iris2""]",known
galileo_prs,Galileo PRS,official_space_program,EU,Europe,"[""navigation"", ""security""]",Public Regulated Service,Encrypted navigation service for government-authorised users.,5,5,5,5,blue,medium,"[""EU"", ""navigation""]","[""galileo_prs""]",known
govsatcom,GOVSATCOM,official_space_program,EU,Europe,"[""satcom""]",EU governmental satellite communications,Governmental satellite communications capability for EU users.,5,5,5,5,blue,medium,"[""EU"", ""satcom""]","[""govsatcom""]",known
airbus_defence_space,Airbus Defence and Space,defense_prime,France/Germany/Spain,Europe,"[""air combat"", ""space"", ""UAS"", ""C4ISR""]",European aerospace/defence prime,"Military aircraft, UAS, FCAS, military space, connectivity, intelligence/data and Multi-Domain Combat Cloud.",5,5,5,5,green,high,"[""prime"", ""air"", ""space"", ""France""]","[""airbus_defence""]",known
thales,Thales,defense_prime,France,Europe,"[""sensors"", ""C4ISR"", ""cyber"", ""satcom"", ""naval""]",European defence electronics and systems prime,"Defence electronics, radars, sensors, communications, cyber, space and C4ISR.",5,5,5,5,green,medium,"[""prime"", ""France"", ""electronics""]","[""thales_defence""]",known
leonardo,Leonardo,defense_prime,Italy,Europe,"[""aircraft"", ""helicopters"", ""electronics"", ""space""]",Italian defence/aerospace prime,"Aircraft, helicopters, sensors, electronics, cyber/security and space systems.",5,5,5,4,green,medium,"[""prime"", ""Italy""]","[""leonardo_defence""]",known
rheinmetall,Rheinmetall,defense_prime,Germany,Europe,"[""land systems"", ""ammunition"", ""air defence""]",German land/ammunition/defence prime,"Military vehicles, weapons, ammunition, air defence, electronics and soldier systems.",5,5,5,4,green,medium,"[""prime"", ""Germany"", ""ammunition""]","[""rheinmetall_defence""]",known
mbda,MBDA,defense_prime,France/UK/Germany/Italy/Spain,Europe,"[""missiles"", ""air defence"", ""deep strike""]",European missile systems company,"European complex weapon systems and missile company across air, land and naval domains.",5,5,5,5,green,high,"[""prime"", ""missiles"", ""France""]","[""mbda""]",known
dassault_aviation,Dassault Aviation,defense_prime,France,Europe,"[""combat aircraft""]",French combat aircraft prime,Rafale and combat aircraft design/manufacturing ecosystem.,5,5,5,5,green,medium,"[""prime"", ""France"", ""air""]","[""dassault_defense""]",known
safran,Safran,defense_prime,France,Europe,"[""optronics"", ""navigation"", ""propulsion"", ""electronics""]",French defence aerospace/electronics supplier,"Optronics, navigation, electronics, engines/propulsion and aircraft equipment.",5,5,5,5,green,medium,"[""prime"", ""France"", ""sensors""]","[""safran_defense""]",known
naval_group,Naval Group,defense_prime,France,Europe,"[""naval"", ""submarines"", ""combat systems""]",French naval defence prime,"Submarines, surface ships, naval combat systems and lifecycle services.",5,5,5,5,green,medium,"[""prime"", ""France"", ""naval""]","[""naval_group""]",known
knds,KNDS,defense_prime,France/Germany,Europe,"[""land systems"", ""artillery""]",European land systems prime,"Tanks, artillery, armoured vehicles and land systems.",5,5,5,5,green,medium,"[""prime"", ""France"", ""Germany"", ""land""]","[""knds""]",known
bae_systems,BAE Systems,defense_prime,United Kingdom,Europe,"[""air"", ""naval"", ""land"", ""electronics""]",UK defence/aerospace prime,"Major defence, aerospace and security company.",4,5,5,3,green,medium,"[""prime"", ""UK""]","[""bae_systems""]",known
saab,Saab,defense_prime,Sweden,Europe,"[""air"", ""sensors"", ""naval"", ""land""]",Swedish defence and security company,"Aeronautics, surveillance, naval, land and advanced defence systems.",5,5,5,3,green,medium,"[""prime"", ""Sweden""]","[""saab""]",known
indra,Indra,defense_prime,Spain,Europe,"[""defence electronics"", ""C4ISR"", ""simulation""]",Spanish defence technology company,"Defence/security systems, C4ISR, radars, simulation, command systems.",5,4,4,3,green,medium,"[""prime"", ""Spain""]","[""indra""]",known
hensoldt,Hensoldt,defense_supplier,Germany,Europe,"[""sensors"", ""radar"", ""EW""]",European sensor specialist,"Radar, optronics, electronic warfare and sensor systems.",5,5,4,4,green,medium,"[""Germany"", ""sensors""]","[""hensoldt""]",known
kongsberg,Kongsberg Defence & Aerospace,defense_prime,Norway,Europe,"[""missiles"", ""air defence"", ""naval"", ""space""]",Norwegian defence/aerospace prime,"Missiles, air defence, naval, space and command systems.",5,5,4,3,green,medium,"[""Norway"", ""missiles""]","[""kongsberg""]",known
diehl_defence,Diehl Defence,defense_supplier,Germany,Europe,"[""air defence"", ""missiles"", ""ammunition""]",German guided missile/air defence supplier,"Air defence, guided missiles, ammunition and protection systems.",5,5,4,3,green,medium,"[""Germany"", ""air_defence""]","[""diehl_defence""]",known
fincantieri,Fincantieri,defense_prime,Italy,Europe,"[""naval""]",Italian naval shipbuilding prime,Naval vessels and shipbuilding systems.,5,4,4,3,green,medium,"[""Italy"", ""naval""]","[""fincantieri""]",known
patria,Patria,defense_supplier,Finland,Europe,"[""vehicles"", ""maintenance"", ""lifecycle""]",Nordic defence supplier,"Armoured vehicles, lifecycle support and defence systems.",5,4,4,2,green,medium,"[""Finland"", ""vehicles""]","[""patria""]",known
bittium,Bittium,defense_supplier,Finland,Europe,"[""secure communications""]",Secure communications supplier,Secure communications and defence/security systems.,5,4,4,2,green,medium,"[""Finland"", ""communications""]","[""bittium""]",known
rohde_schwarz,Rohde & Schwarz Defence,defense_supplier,Germany,Europe,"[""secure communications"", ""EW"", ""test""]",Secure comms/test/EW supplier,"Secure communications, electronic warfare, monitoring and test systems.",5,4,4,3,green,medium,"[""Germany"", ""communications""]","[""rohde_schwarz_defence""]",known
helsing,Helsing,dual_use_startup,Germany/Europe,Europe,"[""AI"", ""software"", ""autonomy""]",European AI defence software company,Software and AI company focused on defence systems and autonomous capability.,4,5,4,4,blue,medium,"[""AI"", ""dual_use"", ""startup""]","[""helsing""]",known
quantum_systems,Quantum Systems,dual_use_startup,Germany,Europe,"[""drones"", ""ISR""]",Aerial intelligence / UAS company,Unmanned aerial systems and aerial intelligence.,4,4,4,3,blue,medium,"[""drones"", ""ISR""]","[""quantum_systems""]",known
tekever,TEKEVER,dual_use_startup,Portugal,Europe,"[""UAS"", ""maritime surveillance""]",Unmanned systems company,"UAS and surveillance systems, including maritime ISR.",4,4,4,2,blue,medium,"[""drones"", ""ISR""]","[""tekever""]",known
arx_robotics,ARX Robotics,dual_use_startup,Germany,Europe,"[""ground robotics""]",Defence robotics startup,Autonomous ground systems and robotics for defence.,4,4,4,3,blue,medium,"[""robotics"", ""land""]","[""arx_robotics""]",known
unseenlabs,Unseenlabs,dual_use_startup,France,Europe,"[""space ISR"", ""maritime surveillance""]",Space-based maritime RF intelligence company,Maritime surveillance from space-based RF detection.,5,4,4,5,blue,medium,"[""France"", ""space"", ""ISR""]","[""unseenlabs""]",known
safran_ai_preligens,Safran AI / Preligens,dual_use_company,France,Europe,"[""AI"", ""geospatial intelligence""]",AI/geospatial intelligence company,AI-enabled intelligence/geospatial analysis associated with Safran AI.,5,4,4,5,blue,medium,"[""France"", ""AI"", ""ISR""]","[""preligens""]",known
delair,Delair,dual_use_startup,France,Europe,"[""drones"", ""aerial intelligence""]",French drone/aerial intelligence company,Drones and aerial intelligence for industrial/security/defence-adjacent use cases.,5,4,4,5,blue,medium,"[""France"", ""drones""]","[""delair""]",known
exotrail,Exotrail,dual_use_startup,France,Europe,"[""space mobility""]",Space mobility company,Space logistics/mobility and satellite maneuvering services with defence-adjacent relevance.,5,4,4,5,blue,medium,"[""France"", ""space""]","[""exotrail""]",known
harfanglab,HarfangLab,dual_use_startup,France,Europe,"[""cybersecurity""]",Endpoint cybersecurity company,Cybersecurity/EDR company relevant to sovereign defence and critical infrastructure.,5,4,4,5,blue,medium,"[""France"", ""cyber""]","[""harfanglab""]",known
sentrycs,Sentrycs,dual_use_startup,Europe/Israel,Europe/Global,"[""counter-UAS"", ""RF cyber""]",Counter-drone detection/mitigation company,Counter-drone cyber/RF system company for critical infrastructure/security markets.,3,4,4,2,orange,medium,"[""counter_UAS""]","[""sentrycs""]",known
fcas_scaf,FCAS / SCAF,major_program,France/Germany/Spain,Europe,"[""air combat"", ""combat cloud""]",Future Combat Air System,European future air combat programme involving manned/unmanned systems and combat cloud concepts.,5,5,5,5,blue,medium,"[""FCAS"", ""France"", ""Germany"", ""Spain""]","[""airbus_defence"", ""dassault_defense""]",known
mgcs,MGCS,major_program,France/Germany,Europe,"[""land systems""]",Main Ground Combat System,Future Franco-German main ground combat system concept.,5,5,5,5,blue,medium,"[""MGCS"", ""land""]","[""knds"", ""rheinmetall_defence""]",known
eurodrone,Eurodrone,major_program,Europe,Europe,"[""UAS""]",European MALE RPAS programme,European medium-altitude long-endurance remotely piloted aircraft programme.,5,4,4,4,blue,medium,"[""UAS""]","[""airbus_defence""]",known
rafale_ecosystem,Rafale Ecosystem,major_program,France,Europe,"[""combat aircraft""]",French combat aircraft ecosystem,"French combat aircraft ecosystem with aircraft, engines, sensors, electronic warfare and weapons integration.",5,5,5,5,green,medium,"[""France"", ""air""]","[""dassault_defense"", ""safran_defense"", ""thales_defence"", ""mbda""]",known
eurofighter_ecosystem,Eurofighter Ecosystem,major_program,Europe,Europe,"[""combat aircraft""]",European combat aircraft ecosystem,European combat aircraft ecosystem with major UK/German/Italian/Spanish industry participation.,4,5,5,3,green,medium,"[""air""]","[""airbus_defence"", ""bae_systems"", ""leonardo_defence""]",known
aster_sampt,Aster / SAMP-T Ecosystem,major_program,France/Italy,Europe,"[""air defence""]",European air and missile defence system,Aster missiles and SAMP/T air defence ecosystem.,5,5,5,5,green,medium,"[""France"", ""Italy"", ""air_defence""]","[""mbda"", ""thales_defence""]",known
iris_t_slm,IRIS-T SLM Ecosystem,major_program,Germany,Europe,"[""air defence""]",European air defence system,German-led air defence ecosystem around Diehl Defence and partners.,5,5,4,3,green,medium,"[""Germany"", ""air_defence""]","[""diehl_defence""]",known
naval_combat_systems,Naval Combat Systems,capability_layer,Europe,Europe,"[""naval"", ""combat systems""]",Naval combat system layer,"Combat management systems, sensors, weapons integration, sonar/radar and ship lifecycle support.",4,5,5,5,green,medium,"[""naval"", ""systems""]","[""naval_group"", ""thales_defence"", ""fincantieri""]",known
military_satcom,Military Satcom / Secure Connectivity,capability_layer,EU/Europe,Europe,"[""satcom"", ""space""]",Secure communications capability,Satellite communications and secure connectivity for government/defence users.,5,5,5,5,blue,medium,"[""satcom""]","[""iris2"", ""govsatcom"", ""airbus_space"", ""thales_defence""]",known
galileo_prs_capability,Galileo PRS Capability,capability_layer,EU,Europe,"[""navigation""]",Secure navigation service,Encrypted navigation service for government-authorised users.,5,5,4,5,blue,medium,"[""navigation"", ""EU""]","[""galileo_prs""]",known
counter_uas_capability,Counter-UAS Capability,capability_layer,Europe,Europe,"[""counter-UAS"", ""sensors"", ""EW""]",Drone detection and response layer,"Detection, tracking, identification and non-sensitive response coordination for drones around critical assets.",3,5,5,5,orange,medium,"[""counter_UAS""]","[""sentrycs"", ""hensoldt"", ""thales_defence"", ""mbda""]",known
battle_management,Battle Management / C2 Software,software_platform,Europe,Europe,"[""C2"", ""software""]",Command and control software layer,"Software for command, control, situational awareness, data fusion and interoperability.",3,5,5,5,orange,medium,"[""C2"", ""software""]","[""airbus_defence"", ""thales_defence"", ""indra""]",known
defence_procurement_data,Defence Procurement / Supplier Data,data_layer,EU/Europe,Europe,"[""procurement"", ""supplier intelligence""]",Market/supplier visibility layer,"Structured data about suppliers, capabilities, procurement priorities and industrial dependencies.",2,5,5,5,red,medium,"[""data"", ""procurement""]","[""edis"", ""edf"", ""card""]",known
semiconductor_dependency,Semiconductor / Electronics Dependency,dependency_layer,Global,Global,"[""semiconductors"", ""electronics""]",Microelectronics bottleneck,"Advanced chips, FPGAs, sensors, processors, secure components and electronics supply exposure.",2,5,5,5,red,medium,"[""chips"", ""electronics""]",[],known
energetics_dependency,Energetics / Propellants / Explosives Dependency,dependency_layer,EU/Europe,Europe,"[""energetics"", ""ammunition""]",Energetics bottleneck,"Propellants, explosives, solid rocket motors and specialist chemicals/materials for munitions and missiles.",2,5,5,5,red,medium,"[""energetics"", ""bottleneck""]","[""edf"", ""edis""]",known
critical_raw_materials,Critical Raw Materials,dependency_layer,Global,Global,"[""materials""]",Materials dependency,"Titanium, rare earths, energetic precursors, specialty metals, composites and secure supply chains.",2,5,5,5,red,medium,"[""materials""]","[""edis""]",known
skilled_workforce,Skilled Defence Workforce,dependency_layer,EU/Europe,Europe,"[""talent""]",Talent and engineering capacity,"Engineers, technicians, manufacturing workers, cybersecurity specialists and cleared talent.",3,5,5,5,orange,medium,"[""talent""]","[""edis"", ""edf""]",known
test_ranges_certification,Test Ranges / Qualification / Certification,dependency_layer,EU/Europe,Europe,"[""test"", ""certification""]",Test and qualification bottleneck,"Facilities and processes required to test, validate, qualify and certify defence systems.",3,5,5,5,orange,medium,"[""test"", ""certification""]","[""edf"", ""occar""]",known
interoperability_standards,Interoperability Standards,dependency_layer,NATO/EU,Europe,"[""interoperability""]",NATO/EU compatibility layer,"Standards, interfaces and integration requirements for coalition operations.",3,5,5,4,orange,medium,"[""interoperability""]","[""edf"", ""pesco""]",known
secure_cloud_edge_compute,Secure Cloud / Edge Compute,dependency_layer,EU/Europe,Europe,"[""cloud"", ""edge"", ""software""]",Defence software infrastructure,"Secure compute, edge deployment and data infrastructure for AI, C2, ISR and autonomy.",3,5,5,5,orange,medium,"[""cloud"", ""edge"", ""AI""]","[""airbus_defence"", ""helsing""]",known
classified_compliance_export_control,Classified Compliance / Export Control,dependency_layer,EU/Europe,Europe,"[""compliance"", ""export control""]",Compliance bottleneck,"Export controls, clearance, classified handling, cyber requirements and procurement eligibility.",3,5,5,5,orange,medium,"[""compliance""]","[""edis"", ""edf""]",known
supply_chain_visibility_gap,Supply Chain Visibility Gap,dependency_layer,EU/Europe,Europe,"[""supply chain"", ""data""]",Visibility bottleneck,"Fragmented supplier and dependency data across defence, dual-use and industrial base.",1,5,5,5,red,medium,"[""data_gap"", ""opportunity""]","[""edis"", ""card""]",known
