id,name,type,country,region,sector,strategic_role,description,sovereignty_score,criticality,market_importance,france_or_eu_fit,color,confidence,tags,sources,fact_status
quality_traceability_layer,Quality / Traceability Layer,capability_layer,Global,Global,"[""quality"", ""traceability""]",Compliance and genealogy layer,"Batch records, genealogy, nonconformance, serialization, audit trails and traceability across regulated manufacturing.",2,5,5,5,red,"[""quality"", ""traceability""]",[],[],known
opc_ua,OPC UA,standard,Global,Global,"[""OPC UA"", ""interoperability""]",Machine-to-enterprise interoperability standard,Platform-independent architecture for secure industrial interoperability and information modeling.,5,5,5,5,blue,high,"[""OPC_UA"", ""interoperability""]","[""opcfoundation_opcua""]",known
mqtt_sparkplug,MQTT Sparkplug,standard,Global,Global,"[""MQTT"", ""Sparkplug""]",Industrial MQTT namespace/payload standard,Standard for MQTT topic namespace and payloads for industrial data producers and consumers.,4,4,4,5,blue,medium,"[""MQTT"", ""Sparkplug""]","[""sparkplug""]",known
isa_95,ISA-95,standard,Global,Global,"[""ISA-95"", ""ERP-MES""]",Enterprise-control integration standard,"Enterprise-control system integration standard structuring ERP, MES and control layers.",4,5,5,5,blue,medium,"[""ISA95""]","[""isa95""]",known
isa_iec_62443,ISA/IEC 62443,standard,Global,Global,"[""OT cybersecurity""]",Industrial cybersecurity standard,Consensus-based standards for secure industrial automation and control systems.,5,5,5,5,blue,high,"[""IEC62443"", ""OT_security""]","[""isa_iec_62443""]",known
unified_namespace,Unified Namespace,architecture_pattern,Global,Global,"[""UNS"", ""industrial data""]",Industrial event/data architecture pattern,Shared namespace architecture for contextual industrial data streams and OT/IT integration.,3,5,5,5,blue,medium,"[""UNS"", ""data_architecture""]","[""unified_namespace"", ""sparkplug""]",known
digital_thread,Digital Thread,architecture_pattern,Global,Global,"[""digital thread""]",Product-to-production traceability pattern,"Connected requirements, design, simulation, manufacturing, quality and service evidence across lifecycle.",3,5,5,5,blue,medium,"[""digital_thread""]","[""dassault_3dexperience"", ""siemens_xcelerator"", ""ptc_products""]",known
industrial_ontology,Industrial Ontology / Asset Model,architecture_pattern,Global,Global,"[""ontology"", ""asset model""]",Context and semantics layer,"Common operational data model connecting assets, tags, events, processes, products and systems.",2,5,5,5,orange,medium,"[""ontology"", ""asset_model""]","[""cognite"", ""highbyte"", ""palantir_aip""]",known
siemens_xcelerator_node,Siemens Xcelerator / Digital Industries Software,industrial_software_vendor,Germany,Europe,"[""PLM"", ""CAD"", ""MES"", ""automation"", ""digital twin""]",Industrial software and automation ecosystem,"Siemens industrial software ecosystem across AI, digital twin, automation, Teamcenter, NX, Femap, Opcenter, TIA Portal and Xcelerator.",5,5,5,5,green,high,"[""Europe"", ""Germany"", ""Siemens""]","[""siemens_xcelerator"", ""siemens_sw""]",known
dassault_3dexperience_node,Dassault Systèmes 3DEXPERIENCE,industrial_software_vendor,France,Europe,"[""PLM"", ""CAD"", ""simulation"", ""virtual twin""]",French virtual twin and PLM platform,"3DEXPERIENCE platform with CATIA, ENOVIA, DELMIA, SIMULIA, SOLIDWORKS and virtual twin ecosystem.",5,5,5,5,green,high,"[""France"", ""Europe"", ""3DEXPERIENCE""]","[""dassault_3dexperience""]",known
ptc_node,PTC,industrial_software_vendor,United States,Global,"[""PLM"", ""ALM"", ""IoT"", ""AR"", ""connectivity""]",Product lifecycle and industrial IoT vendor,"PTC portfolio spans Codebeamer, Modeler, RV&S, Windchill, ThingWorx, Kepware, Vuforia and product lifecycle traceability.",2,5,5,3,orange,high,"[""US"", ""PTC""]","[""ptc_products"", ""kepware""]",known
rockwell_factorytalk_node,Rockwell FactoryTalk,industrial_automation_vendor,United States,Global,"[""automation software"", ""MES"", ""SCADA"", ""IIoT""]",Automation and industrial software ecosystem,"FactoryTalk covers design, operations, maintenance, analytics, IIoT, AR and ML for industrial environments.",2,5,5,3,orange,high,"[""US"", ""Rockwell""]","[""rockwell_factorytalk""]",known
schneider_ecostruxure_node,Schneider Electric EcoStruxure / AVEVA,industrial_automation_vendor,France/UK,Europe,"[""automation"", ""energy"", ""industrial software""]",Energy automation and industrial software ecosystem,"Schneider EcoStruxure and AVEVA industrial software for energy management, automation, operations and data.",5,5,5,5,green,medium,"[""France"", ""Europe"", ""AVEVA""]","[""schneider_ecostruxure"", ""aveva""]",known
abb_ability_node,ABB Ability,industrial_automation_vendor,Switzerland/Sweden,Europe,"[""automation"", ""robotics"", ""industrial software""]",Automation and digital platform ecosystem,ABB Ability and ABB automation/robotics platform for industrial operations.,5,5,5,4,green,medium,"[""Europe"", ""ABB""]","[""abb_ability""]",known
honeywell_forge_node,Honeywell Forge,industrial_software_vendor,United States,Global,"[""operations"", ""industrial software""]",Industrial operations software platform,Honeywell industrial software and operational intelligence platform.,2,4,4,2,orange,medium,"[""US""]","[""honeywell_forge""]",known
emerson_node,Emerson Automation Software,industrial_automation_vendor,United States,Global,"[""automation"", ""control"", ""asset management""]",Automation/control software ecosystem,"Emerson automation software for control, operations and asset management.",2,4,4,2,orange,medium,"[""US""]","[""emerson_software""]",known
yokogawa_node,Yokogawa,industrial_automation_vendor,Japan,Global,"[""DCS"", ""control"", ""process automation""]",Process automation vendor,"Yokogawa control, industrial automation and information systems.",3,4,4,2,orange,medium,"[""Japan""]","[""yokogawa""]",known
beckhoff_node,Beckhoff Automation,industrial_automation_vendor,Germany,Europe,"[""PLC"", ""control"", ""EtherCAT""]",PC-based automation vendor,"PC-based automation, industrial PCs, PLC, motion and EtherCAT control ecosystem.",5,4,4,4,green,medium,"[""Germany"", ""PLC""]","[""beckhoff""]",known
bosch_rexroth_ctrlx_node,Bosch Rexroth ctrlX,industrial_automation_vendor,Germany,Europe,"[""automation"", ""control"", ""open platform""]",Open automation platform,ctrlX automation ecosystem for industrial control and automation.,5,4,4,4,green,medium,"[""Germany"", ""open_automation""]","[""bosch_rexroth_ctrlx""]",known
codesys_node,CODESYS,industrial_software_vendor,Germany,Europe,"[""PLC"", ""control runtime""]",PLC development/runtime system,IEC 61131-3 automation development and runtime ecosystem.,5,4,4,4,green,medium,"[""Germany"", ""PLC""]","[""codesys""]",known
inductive_ignition_node,Ignition / Inductive Automation,industrial_software_vendor,United States,Global,"[""SCADA"", ""IIoT"", ""MES""]",SCADA/MES/IIoT platform,"Industrial application platform for SCADA, MES, IIoT, reporting and visualization.",2,4,4,3,orange,medium,"[""US"", ""SCADA""]","[""ignition"", ""inductive_automation""]",known
kepware_node,Kepware,industrial_connectivity_vendor,United States,Global,"[""connectivity"", ""OPC""]",Industrial connectivity platform,PTC industrial connectivity platform for connecting devices and systems.,2,5,4,3,orange,medium,"[""US"", ""connectivity""]","[""kepware""]",known
autodesk_fusion_node,Autodesk Fusion,industrial_software_vendor,United States,Global,"[""CAD"", ""CAM"", ""CAE""]",Cloud CAD/CAM/CAE platform,Cloud-connected product design and manufacturing platform.,2,4,4,2,orange,medium,"[""US"", ""CAD""]","[""autodesk_fusion""]",known
hexagon_node,Hexagon Manufacturing Intelligence,industrial_software_vendor,Sweden,Europe,"[""metrology"", ""manufacturing"", ""simulation""]",Manufacturing intelligence vendor,"Metrology, manufacturing intelligence, engineering and operations software.",5,4,4,4,green,medium,"[""Europe"", ""metrology""]","[""hexagon_msc""]",known
ansys_node,Ansys,simulation_vendor,United States,Global,"[""simulation"", ""CAE""]",Engineering simulation software,"Engineering simulation software for physics, electronics, fluids, structures and systems.",2,5,5,2,orange,medium,"[""US"", ""simulation""]","[""ansys"", ""synopsys_ansys""]",known
mathworks_node,MathWorks MATLAB/Simulink,simulation_vendor,United States,Global,"[""model-based design"", ""simulation""]",Model-based design and simulation vendor,"MATLAB and Simulink for engineering computation, simulation and model-based design.",2,5,5,2,orange,medium,"[""US"", ""simulation""]","[""mathworks""]",known
nvidia_omniverse_node,NVIDIA Omniverse,simulation_vendor,United States,Global,"[""digital twin"", ""simulation"", ""3D""]",Industrial 3D simulation/digital twin platform,"3D, digital twin and industrial simulation platform.",1,5,5,2,red,medium,"[""US"", ""GPU"", ""digital_twin""]","[""nvidia_omniverse""]",known
sap_digital_manufacturing_node,SAP Digital Manufacturing,enterprise_software_vendor,Germany,Europe,"[""MES"", ""ERP"", ""manufacturing""]",ERP/MES manufacturing software,Manufacturing execution and enterprise manufacturing integration in SAP ecosystem.,5,5,5,5,green,medium,"[""Germany"", ""ERP"", ""MES""]","[""sap_digital_manufacturing""]",known
oracle_manufacturing_node,Oracle Manufacturing,enterprise_software_vendor,United States,Global,"[""ERP"", ""manufacturing""]",Manufacturing and supply chain software,Oracle manufacturing and supply chain applications.,2,4,5,2,orange,medium,"[""US"", ""ERP""]","[""oracle_scm_manufacturing""]",known
microsoft_azure_iot_node,Microsoft Azure IoT,cloud_provider,United States,Global,"[""IoT"", ""cloud"", ""edge""]",Cloud IoT platform,Cloud IoT and edge services for connected devices and industrial workloads.,1,5,5,2,red,medium,"[""US"", ""cloud""]","[""microsoft_azure_iot""]",known
aws_iot_node,AWS IoT,cloud_provider,United States,Global,"[""IoT"", ""cloud"", ""edge""]",Cloud IoT platform,Cloud IoT services for connected device and industrial workloads.,1,5,5,2,red,medium,"[""US"", ""cloud""]","[""aws_iot""]",known
google_cloud_manufacturing_node,Google Cloud Manufacturing,cloud_provider,United States,Global,"[""cloud"", ""data"", ""AI""]",Cloud manufacturing platform,"Google Cloud services for manufacturing data, AI and operations.",1,4,5,2,orange,medium,"[""US"", ""cloud""]","[""google_cloud_manufacturing""]",known
snowflake_manufacturing_node,Snowflake Manufacturing Data Cloud,data_platform,United States,Global,"[""data cloud"", ""manufacturing analytics""]",Manufacturing data cloud,Manufacturing data cloud and analytics layer.,1,4,4,2,orange,medium,"[""US"", ""data""]","[""snowflake_manufacturing""]",known
databricks_manufacturing_node,Databricks Manufacturing Lakehouse,data_platform,United States,Global,"[""data lakehouse"", ""AI""]",Manufacturing data/AI lakehouse,Manufacturing data and AI platform.,1,4,4,2,orange,medium,"[""US"", ""data""]","[""databricks_manufacturing""]",known
palantir_aip_node,Palantir AIP / Ontology,data_platform,United States,Global,"[""ontology"", ""AI"", ""operations""]",Ontology-driven operations AI platform,AI/ontology platform for enterprise and operational decision-making.,1,4,4,3,orange,medium,"[""US"", ""ontology""]","[""palantir_aip""]",known
c3_ai_node,C3 AI,industrial_ai_vendor,United States,Global,"[""industrial AI"", ""reliability""]",Enterprise AI applications vendor,"Enterprise AI applications for reliability, supply chain and industrial operations.",1,4,4,2,orange,medium,"[""US"", ""AI""]","[""c3_ai""]",known
tulip_node,Tulip Interfaces,frontline_platform,United States,Global,"[""frontline operations"", ""low-code""]",Frontline operations platform,Frontline operations and low-code manufacturing apps.,2,4,4,4,orange,medium,"[""frontline"", ""low_code""]","[""tulip""]",known
maintainx_node,MaintainX,maintenance_platform,United States,Global,"[""maintenance"", ""frontline""]",Maintenance/frontline operations platform,CMMS/frontline operations and maintenance software.,1,4,4,3,orange,medium,"[""maintenance""]","[""maintainx""]",known
uptake_node,Uptake,industrial_ai_vendor,United States,Global,"[""predictive maintenance""]",Industrial intelligence vendor,Predictive maintenance and industrial intelligence.,1,4,4,2,orange,medium,"[""predictive""]","[""uptake""]",known
cognite_node,Cognite Data Fusion,industrial_dataops_vendor,Norway,Europe,"[""industrial DataOps""]",Industrial data operations platform,Industrial data contextualization and operations platform.,5,4,4,5,green,medium,"[""Norway"", ""DataOps""]","[""cognite""]",known
litmus_node,Litmus,industrial_edge_vendor,United States,Global,"[""edge data"", ""industrial data""]",Industrial edge data platform,Industrial edge data collection and analytics platform.,2,4,4,3,orange,medium,"[""edge""]","[""litmus""]",known
highbyte_node,HighByte,industrial_dataops_vendor,United States,Global,"[""Industrial DataOps"", ""contextualization""]",Industrial DataOps platform,Industrial data contextualization and data operations platform.,2,4,4,4,orange,medium,"[""DataOps""]","[""highbyte""]",known
claroty_node,Claroty,ot_security_vendor,United States/Israel,Global,"[""OT cybersecurity""]",Cyber-physical systems security vendor,"OT asset visibility, cyber-physical systems security and exposure management.",2,5,5,3,red,medium,"[""OT_security""]","[""claroty""]",known
dragos_node,Dragos,ot_security_vendor,United States,Global,"[""OT cybersecurity""]",Industrial cybersecurity vendor,"Industrial cybersecurity, OT threat intelligence and incident response.",2,5,5,3,red,medium,"[""OT_security""]","[""dragos""]",known
nozomi_node,Nozomi Networks,ot_security_vendor,United States/Switzerland,Global,"[""OT cybersecurity""]",OT/IoT security monitoring vendor,OT and IoT security monitoring.,2,5,5,3,red,medium,"[""OT_security""]","[""nozomi""]",known
armis_node,Armis,ot_security_vendor,United States/Israel,Global,"[""OT cybersecurity"", ""asset intelligence""]",Cyber exposure and asset intelligence vendor,Cyber exposure management and asset intelligence for OT/IoT/IT.,2,5,5,3,red,medium,"[""OT_security""]","[""armis""]",known
tenable_ot_node,Tenable OT,ot_security_vendor,United States,Global,"[""OT cybersecurity""]",OT exposure management vendor,OT security and exposure management.,2,5,5,3,red,medium,"[""OT_security""]","[""tenable_ot""]",known
brownfield_integration_gap,Brownfield Integration Gap,dependency_layer,Global,Global,"[""brownfield"", ""integration""]",Legacy OT integration bottleneck,"Factories contain old machines, proprietary protocols, heterogeneous PLCs and manual workflows; integration is expensive and brittle.",1,5,5,5,red,medium,"[""brownfield"", ""legacy""]","[""opcfoundation_opcua"", ""kepware"", ""rockwell_factorytalk""]",known
it_ot_semantic_gap,IT / OT Semantic Gap,dependency_layer,Global,Global,"[""IT/OT"", ""semantics""]",Data-context bottleneck,"Enterprise data teams often lack meaningful asset, process, unit, product and operational context for OT data.",1,5,5,5,red,medium,"[""IT_OT"", ""semantics""]","[""cognite"", ""highbyte"", ""unified_namespace""]",known
vendor_lockin_gap,Industrial Vendor Lock-in,dependency_layer,Global,Global,"[""lock-in""]",Portability bottleneck,"Plants often depend on vendor-specific tools, proprietary formats, licenses, protocols and integrator knowledge.",1,5,5,5,red,medium,"[""lock_in""]","[""opcfoundation_opcua"", ""ptc_products"", ""siemens_xcelerator""]",known
ot_cyber_visibility_gap,OT Cyber Asset Visibility Gap,dependency_layer,Global,Global,"[""OT cybersecurity""]",Asset/inventory bottleneck,"Industrial operators often lack complete OT asset inventory, vulnerability context and secure remote access visibility.",1,5,5,5,red,medium,"[""OT_security"", ""asset_visibility""]","[""isa_iec_62443"", ""claroty"", ""dragos"", ""nozomi""]",known
industrial_data_quality_gap,Industrial Data Quality Gap,dependency_layer,Global,Global,"[""data quality""]",Operational data reliability bottleneck,"Noisy tags, missing metadata, bad timestamps, inconsistent units and poor lineage make industrial analytics unreliable.",1,5,5,5,red,medium,"[""data_quality""]","[""cognite"", ""highbyte"", ""snowflake_manufacturing""]",known
digital_thread_breakage,Digital Thread Breakage,dependency_layer,Global,Global,"[""digital thread""]",Lifecycle traceability bottleneck,"Requirements, CAD, simulation, manufacturing, quality and service evidence break across tools and organizations.",1,5,5,5,red,medium,"[""digital_thread""]","[""dassault_3dexperience"", ""ptc_products"", ""siemens_xcelerator""]",known
simulation_to_shopfloor_gap,Simulation-to-Shopfloor Gap,dependency_layer,Global,Global,"[""simulation"", ""manufacturing""]",Virtual-to-real execution bottleneck,"Simulation and digital twin outputs are often disconnected from MES, PLC, quality and operator workflows.",2,5,5,5,red,medium,"[""simulation"", ""shopfloor""]","[""dassault_3dexperience"", ""siemens_xcelerator"", ""nvidia_omniverse""]",known
industrial_ai_trust_gap,Industrial AI Trust Gap,dependency_layer,Global,Global,"[""AI"", ""trust""]",AI deployment and validation bottleneck,"Industrial AI requires evidence, guardrails, root-cause explanations, safe deployment and operator trust.",1,5,5,5,red,medium,"[""AI"", ""trust""]","[""siemens_xcelerator"", ""palantir_aip"", ""c3_ai""]",known
frontline_adoption_gap,Frontline Adoption Gap,dependency_layer,Global,Global,"[""frontline""]",Human workflow bottleneck,"Operator adoption fails when software ignores real shop-floor workflows, offline realities, shift patterns and maintenance habits.",2,4,5,5,orange,medium,"[""frontline""]","[""tulip"", ""maintainx"", ""rockwell_factorytalk""]",known
industrial_security_compliance_gap,IEC 62443 Evidence Gap,dependency_layer,Global,Global,"[""security compliance""]",Security evidence bottleneck,"IEC 62443 requirements create need for continuous evidence, patch status, segmentation, policies and vendor accountability.",1,5,5,5,red,medium,"[""IEC62443"", ""compliance""]","[""isa_iec_62443""]",known
factory_energy_visibility_gap,Factory Energy Visibility Gap,dependency_layer,Global,Global,"[""energy"", ""sustainability""]",Energy and emissions visibility bottleneck,"Plants need machine/line/process-level energy and emissions visibility, not only utility bills or corporate reports.",2,5,5,5,orange,medium,"[""energy"", ""sustainability""]","[""schneider_ecostruxure"", ""abb_ability"", ""siemens_xcelerator""]",known
industrial_change_management_gap,Industrial Change Management Gap,dependency_layer,Global,Global,"[""change management""]",Operational change-control bottleneck,"Code, recipes, BOMs, PLC programs, machine parameters and process changes often lack unified audit/control.",1,5,5,5,red,medium,"[""change_control""]","[""ptc_products"", ""rockwell_factorytalk"", ""isa_iec_62443""]",known
eu_ai_stack_ref,EU AI Stack Reference,cross_database_reference,EU,Europe,"[""AI""]",Cross-link to EU AI Stack,"Industrial software layer supports EU AI opportunities through data, deployment, edge, governance and AI factories.",4,5,5,5,blue,medium,"[""cross_db"", ""AI""]",[],known
global_ai_stack_ref,Global AI Stack Reference,cross_database_reference,Global,Global,"[""AI""]",Cross-link to Global AI Stack,"Industrial software layer depends on and feeds global AI stack through industrial data, edge, inference and model routing.",2,5,5,5,blue,medium,"[""cross_db"", ""AI""]",[],known
european_defence_stack_ref,European Defence Stack Reference,cross_database_reference,Europe,Europe,"[""defence""]",Cross-link to European Defence Stack,"Industrial software layer supports defence readiness, supplier visibility, simulation, compliance and secure integration.",4,5,5,5,blue,medium,"[""cross_db"", ""defence""]",[],known
global_aerospace_stack_ref,Global Aerospace Stack Reference,cross_database_reference,Global,Global,"[""aerospace""]",Cross-link to Global Aerospace Stack,"Industrial software layer supports aerospace certification, digital thread, MRO, quality and supplier visibility.",4,5,5,5,blue,medium,"[""cross_db"", ""aerospace""]",[],known
