from,to,type,dependency_category,reason,dependency_risk,criticality,replaceability,time_to_substitute,color,confidence,sources,fact_status,tags
global_aerospace_stack,aerospace_supply_chain_visibility_layer,contains,stack_layer,aerospace_supply_chain_visibility_layer is a core layer of the global aerospace stack.,1,5,5,long,blue,high,[],inferred,[]
airframer_layer,airbus,contains,airframer,airbus is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,boeing,contains,airframer,boeing is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,embraer,contains,airframer,embraer is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,comac,contains,airframer,comac is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,dassault_aviation,contains,airframer,dassault_aviation is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,bombardier,contains,airframer,bombardier is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,gulfstream,contains,airframer,gulfstream is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,textron_aviation,contains,airframer,textron_aviation is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
airframer_layer,leonardo_aeronautics,contains,airframer,leonardo_aeronautics is an aircraft OEM/airframer node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,ge_aerospace,contains,engine_propulsion,ge_aerospace is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,safran_aircraft_engines,contains,engine_propulsion,safran_aircraft_engines is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,cfm_international,contains,engine_propulsion,cfm_international is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,rolls_royce,contains,engine_propulsion,rolls_royce is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,pratt_whitney,contains,engine_propulsion,pratt_whitney is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,mtu_aero_engines,contains,engine_propulsion,mtu_aero_engines is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,arianegroup,contains,engine_propulsion,arianegroup is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
engine_propulsion_layer,blue_origin,contains,engine_propulsion,blue_origin is an engine/propulsion node.,1,5,5,medium,blue,medium,[],inferred,[]
collins_aerospace,avionics_flight_systems_layer,supplies_to,tier1_systems,collins_aerospace supplies or enables avionics_flight_systems_layer.,2,4,4,medium,blue,medium,[],inferred,[]
collins_aerospace,cabin_interiors_layer,supplies_to,tier1_systems,collins_aerospace supplies or enables cabin_interiors_layer.,2,4,4,medium,blue,medium,[],inferred,[]
honeywell_aerospace,avionics_flight_systems_layer,supplies_to,tier1_systems,honeywell_aerospace supplies or enables avionics_flight_systems_layer.,2,4,4,medium,blue,medium,[],inferred,[]
honeywell_aerospace,aerospace_software_data_layer,supplies_to,tier1_systems,honeywell_aerospace supplies or enables aerospace_software_data_layer.,2,4,4,medium,blue,medium,[],inferred,[]
thales_aerospace,avionics_flight_systems_layer,supplies_to,tier1_systems,thales_aerospace supplies or enables avionics_flight_systems_layer.,2,4,4,medium,blue,medium,[],inferred,[]
thales_aerospace,air_traffic_ops_layer,supplies_to,tier1_systems,thales_aerospace supplies or enables air_traffic_ops_layer.,2,4,4,medium,blue,medium,[],inferred,[]
safran_group,engine_propulsion_layer,supplies_to,tier1_systems,safran_group supplies or enables engine_propulsion_layer.,2,4,4,medium,blue,medium,[],inferred,[]
safran_group,landing_gear_actuation_layer,supplies_to,tier1_systems,safran_group supplies or enables landing_gear_actuation_layer.,2,4,4,medium,blue,medium,[],inferred,[]
safran_group,cabin_interiors_layer,supplies_to,tier1_systems,safran_group supplies or enables cabin_interiors_layer.,2,4,4,medium,blue,medium,[],inferred,[]
liebherr_aerospace,landing_gear_actuation_layer,supplies_to,tier1_systems,liebherr_aerospace supplies or enables landing_gear_actuation_layer.,2,4,4,medium,blue,medium,[],inferred,[]
liebherr_aerospace,avionics_flight_systems_layer,supplies_to,tier1_systems,liebherr_aerospace supplies or enables avionics_flight_systems_layer.,2,4,4,medium,blue,medium,[],inferred,[]
parker_aerospace,landing_gear_actuation_layer,supplies_to,tier1_systems,parker_aerospace supplies or enables landing_gear_actuation_layer.,2,4,4,medium,blue,medium,[],inferred,[]
moog_aircraft,landing_gear_actuation_layer,supplies_to,tier1_systems,moog_aircraft supplies or enables landing_gear_actuation_layer.,2,4,4,medium,blue,medium,[],inferred,[]
moog_aircraft,avionics_flight_systems_layer,supplies_to,tier1_systems,moog_aircraft supplies or enables avionics_flight_systems_layer.,2,4,4,medium,blue,medium,[],inferred,[]
spirit_aerosystems,aerostructures_materials_layer,supplies_to,tier1_systems,spirit_aerosystems supplies or enables aerostructures_materials_layer.,2,4,4,medium,blue,medium,[],inferred,[]
gkn_aerospace,aerostructures_materials_layer,supplies_to,tier1_systems,gkn_aerospace supplies or enables aerostructures_materials_layer.,2,4,4,medium,blue,medium,[],inferred,[]
leonardo_aerostructures,aerostructures_materials_layer,supplies_to,tier1_systems,leonardo_aerostructures supplies or enables aerostructures_materials_layer.,2,4,4,medium,blue,medium,[],inferred,[]
sita,aerospace_software_data_layer,supplies_to,tier1_systems,sita supplies or enables aerospace_software_data_layer.,2,4,4,medium,blue,medium,[],inferred,[]
sita,air_traffic_ops_layer,supplies_to,tier1_systems,sita supplies or enables air_traffic_ops_layer.,2,4,4,medium,blue,medium,[],inferred,[]
satcom_direct,aerospace_software_data_layer,supplies_to,tier1_systems,satcom_direct supplies or enables aerospace_software_data_layer.,2,4,4,medium,blue,medium,[],inferred,[]
flightradar24,aerospace_software_data_layer,supplies_to,tier1_systems,flightradar24 supplies or enables aerospace_software_data_layer.,2,4,4,medium,blue,medium,[],inferred,[]
flightradar24,air_traffic_ops_layer,supplies_to,tier1_systems,flightradar24 supplies or enables air_traffic_ops_layer.,2,4,4,medium,blue,medium,[],inferred,[]
space_launch_layer,spacex,contains,launch_company,spacex is a launch/space propulsion actor.,1,5,4,medium,blue,medium,[],inferred,[]
space_launch_layer,rocket_lab,contains,launch_company,rocket_lab is a launch/space propulsion actor.,1,5,4,medium,blue,medium,[],inferred,[]
space_launch_layer,arianespace,contains,launch_company,arianespace is a launch/space propulsion actor.,1,5,4,medium,blue,medium,[],inferred,[]
space_launch_layer,arianegroup,contains,launch_company,arianegroup is a launch/space propulsion actor.,1,5,4,medium,blue,medium,[],inferred,[]
space_launch_layer,blue_origin,contains,launch_company,blue_origin is a launch/space propulsion actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,eutelsat,contains,satellite_space_systems,eutelsat is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,ses,contains,satellite_space_systems,ses is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,intelsat,contains,satellite_space_systems,intelsat is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,thales_alenia_space,contains,satellite_space_systems,thales_alenia_space is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,ohb,contains,satellite_space_systems,ohb is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,airbus_space_systems,contains,satellite_space_systems,airbus_space_systems is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
satellite_space_systems_layer,boeing_space_systems,contains,satellite_space_systems,boeing_space_systems is a satellite or space systems actor.,1,5,4,medium,blue,medium,[],inferred,[]
certification_regulation_layer,easa,contains,regulator,easa is a core safety/certification/standards node.,1,5,5,long,blue,high,[],known,[]
certification_regulation_layer,faa,contains,regulator,faa is a core safety/certification/standards node.,1,5,5,long,blue,high,[],known,[]
certification_regulation_layer,icao,contains,regulator,icao is a core safety/certification/standards node.,1,5,5,long,blue,high,[],known,[]
airbus,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
airbus,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
airbus,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
boeing,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
boeing,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
boeing,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
embraer,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
embraer,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
embraer,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
comac,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
comac,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
comac,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
dassault_aviation,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
dassault_aviation,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
dassault_aviation,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
bombardier,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
bombardier,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
bombardier,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
gulfstream,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
gulfstream,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
gulfstream,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
textron_aviation,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
textron_aviation,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
textron_aviation,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
ge_aerospace,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
ge_aerospace,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
ge_aerospace,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
safran_aircraft_engines,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
safran_aircraft_engines,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
safran_aircraft_engines,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
rolls_royce,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
rolls_royce,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
rolls_royce,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
pratt_whitney,certification_bottleneck,depends_on,certification,"Aerospace products and major changes depend on certification, production approval and continued airworthiness processes.",4,5,2,long,orange,medium,"[""easa"", ""faa"", ""icao""]",inferred,[]
pratt_whitney,skilled_workforce_aero,depends_on,talent,"Aircraft and engine production, certification and support depend on scarce aerospace talent.",4,5,3,long,orange,medium,[],inferred,[]
pratt_whitney,quality_escape_risk,depends_on,quality_traceability,"Aerospace safety and delivery depend on supplier quality, traceability and conformity.",5,5,2,long,red,medium,"[""easa"", ""faa""]",inferred,[]
airbus,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
airbus,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
airbus,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
airbus,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
airbus,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
airbus,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
boeing,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
boeing,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
boeing,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
boeing,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
boeing,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
boeing,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
embraer,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
embraer,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
embraer,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
embraer,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
embraer,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
embraer,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
comac,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
comac,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
comac,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
comac,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
comac,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
comac,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
dassault_aviation,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
dassault_aviation,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
dassault_aviation,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
dassault_aviation,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
dassault_aviation,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
dassault_aviation,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
bombardier,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
bombardier,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
bombardier,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
bombardier,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
bombardier,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
bombardier,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
gulfstream,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
gulfstream,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
gulfstream,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
gulfstream,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
gulfstream,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
gulfstream,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
leonardo_aeronautics,engine_propulsion_layer,depends_on,engines,Airframers depend on certified engine/propulsion suppliers.,5,5,2,long,red,medium,[],inferred,[]
leonardo_aeronautics,aerostructures_materials_layer,depends_on,structures,"Airframes depend on structures, materials, composites and qualified suppliers.",4,5,2,long,red,medium,[],inferred,[]
leonardo_aeronautics,avionics_flight_systems_layer,depends_on,avionics,"Airframes depend on avionics, flight systems and software assurance.",4,5,2,long,red,medium,[],inferred,[]
leonardo_aeronautics,landing_gear_actuation_layer,depends_on,systems,"Aircraft depend on landing gear, actuation, hydraulics and motion control.",3,4,3,medium,orange,medium,[],inferred,[]
leonardo_aeronautics,mro_aftermarket_layer,depends_on,aftermarket,"Fleet value depends on maintenance, parts, spares and support network.",4,5,2,long,red,medium,[],inferred,[]
leonardo_aeronautics,aerospace_supply_chain_visibility_layer,depends_on,supply_chain,OEM delivery performance depends on multi-tier supply-chain visibility and supplier capacity.,5,5,2,medium,red,medium,[],inferred,[]
ge_aerospace,casting_forging_capacity,depends_on,castings_forgings,"Engines depend on highly qualified castings, forgings, discs, blades and precision manufacturing capacity.",5,5,1,long,red,medium,[],inferred,[]
ge_aerospace,titanium_materials_dependency,depends_on,materials,"Engine/aerospace production depends on superalloys, titanium, composites and specialty materials.",4,5,2,long,red,medium,[],inferred,[]
ge_aerospace,engine_mro_capacity,depends_on,MRO,"Engine value and airline uptime depend on shop visit capacity, spare parts and lifecycle support.",5,5,2,long,red,medium,[],inferred,[]
ge_aerospace,certification_bottleneck,depends_on,certification,Engine designs and modifications require certification and regulatory approval.,4,5,2,long,red,medium,[],inferred,[]
safran_aircraft_engines,casting_forging_capacity,depends_on,castings_forgings,"Engines depend on highly qualified castings, forgings, discs, blades and precision manufacturing capacity.",5,5,1,long,red,medium,[],inferred,[]
safran_aircraft_engines,titanium_materials_dependency,depends_on,materials,"Engine/aerospace production depends on superalloys, titanium, composites and specialty materials.",4,5,2,long,red,medium,[],inferred,[]
safran_aircraft_engines,engine_mro_capacity,depends_on,MRO,"Engine value and airline uptime depend on shop visit capacity, spare parts and lifecycle support.",5,5,2,long,red,medium,[],inferred,[]
safran_aircraft_engines,certification_bottleneck,depends_on,certification,Engine designs and modifications require certification and regulatory approval.,4,5,2,long,red,medium,[],inferred,[]
cfm_international,casting_forging_capacity,depends_on,castings_forgings,"Engines depend on highly qualified castings, forgings, discs, blades and precision manufacturing capacity.",5,5,1,long,red,medium,[],inferred,[]
cfm_international,titanium_materials_dependency,depends_on,materials,"Engine/aerospace production depends on superalloys, titanium, composites and specialty materials.",4,5,2,long,red,medium,[],inferred,[]
cfm_international,engine_mro_capacity,depends_on,MRO,"Engine value and airline uptime depend on shop visit capacity, spare parts and lifecycle support.",5,5,2,long,red,medium,[],inferred,[]
cfm_international,certification_bottleneck,depends_on,certification,Engine designs and modifications require certification and regulatory approval.,4,5,2,long,red,medium,[],inferred,[]
rolls_royce,casting_forging_capacity,depends_on,castings_forgings,"Engines depend on highly qualified castings, forgings, discs, blades and precision manufacturing capacity.",5,5,1,long,red,medium,[],inferred,[]
rolls_royce,titanium_materials_dependency,depends_on,materials,"Engine/aerospace production depends on superalloys, titanium, composites and specialty materials.",4,5,2,long,red,medium,[],inferred,[]
rolls_royce,engine_mro_capacity,depends_on,MRO,"Engine value and airline uptime depend on shop visit capacity, spare parts and lifecycle support.",5,5,2,long,red,medium,[],inferred,[]
rolls_royce,certification_bottleneck,depends_on,certification,Engine designs and modifications require certification and regulatory approval.,4,5,2,long,red,medium,[],inferred,[]
pratt_whitney,casting_forging_capacity,depends_on,castings_forgings,"Engines depend on highly qualified castings, forgings, discs, blades and precision manufacturing capacity.",5,5,1,long,red,medium,[],inferred,[]
pratt_whitney,titanium_materials_dependency,depends_on,materials,"Engine/aerospace production depends on superalloys, titanium, composites and specialty materials.",4,5,2,long,red,medium,[],inferred,[]
pratt_whitney,engine_mro_capacity,depends_on,MRO,"Engine value and airline uptime depend on shop visit capacity, spare parts and lifecycle support.",5,5,2,long,red,medium,[],inferred,[]
pratt_whitney,certification_bottleneck,depends_on,certification,Engine designs and modifications require certification and regulatory approval.,4,5,2,long,red,medium,[],inferred,[]
mtu_aero_engines,casting_forging_capacity,depends_on,castings_forgings,"Engines depend on highly qualified castings, forgings, discs, blades and precision manufacturing capacity.",5,5,1,long,red,medium,[],inferred,[]
mtu_aero_engines,titanium_materials_dependency,depends_on,materials,"Engine/aerospace production depends on superalloys, titanium, composites and specialty materials.",4,5,2,long,red,medium,[],inferred,[]
mtu_aero_engines,engine_mro_capacity,depends_on,MRO,"Engine value and airline uptime depend on shop visit capacity, spare parts and lifecycle support.",5,5,2,long,red,medium,[],inferred,[]
mtu_aero_engines,certification_bottleneck,depends_on,certification,Engine designs and modifications require certification and regulatory approval.,4,5,2,long,red,medium,[],inferred,[]
