id,name,type,country,region,sector,strategic_role,description,sovereignty_score,criticality,market_importance,france_or_eu_fit,color,confidence,tags,sources,fact_status
embraer,Embraer,airframer,Brazil,South America,"[""regional jets"", ""business jets"", ""defence""]",Regional/business/defence aircraft OEM,"Brazilian aerospace OEM in commercial, executive and defence aircraft.",4,4,4,2,green,medium,"[""Brazil"", ""regional""]","[""embraer""]",known
comac,COMAC,airframer,China,Asia,"[""commercial aircraft""]",Chinese commercial aircraft OEM,Chinese commercial aircraft manufacturer and strategic challenger to Airbus/Boeing.,4,5,4,1,orange,medium,"[""China"", ""OEM""]","[""comac""]",known
dassault_aviation,Dassault Aviation,airframer,France,Europe,"[""business jets"", ""combat aircraft""]",French aircraft OEM,Business jets and defence aircraft; strong French strategic aerospace node.,5,4,4,5,green,medium,"[""France"", ""business_jets"", ""defence""]","[""dassault_group""]",known
bombardier,Bombardier,airframer,Canada,North America,"[""business jets""]",Business jet OEM,Business jet manufacturer and services provider.,4,4,4,2,green,medium,"[""Canada"", ""business_jets""]","[""bombardier""]",known
gulfstream,Gulfstream Aerospace,airframer,United States,North America,"[""business jets""]",Business jet OEM,Business aviation aircraft manufacturer.,3,4,4,1,orange,medium,"[""US"", ""business_jets""]","[""gulfstream""]",known
textron_aviation,Textron Aviation,airframer,United States,North America,"[""general aviation"", ""business aviation""]",General/business aviation OEM,"Cessna, Beechcraft and Hawker aircraft ecosystem.",3,3,4,1,orange,medium,"[""US"", ""general_aviation""]","[""textron_aviation""]",known
leonardo_aeronautics,Leonardo Aeronautics,airframer,Italy,Europe,"[""aerostructures"", ""aircraft"", ""rotorcraft""]",Italian aeronautics/structures prime,"Aircraft, UAVs, aerostructures and support.",5,4,4,4,green,medium,"[""Italy"", ""structures""]","[""leonardo_aeronautics""]",known
ge_aerospace,GE Aerospace,engine_supplier,United States,Global,"[""commercial engines"", ""services""]",Aircraft engine and services supplier,Commercial aircraft engines and services; major global propulsion node.,2,5,5,1,red,high,"[""US"", ""engines"", ""MRO""]","[""ge_aerospace_commercial""]",known
safran_aircraft_engines,Safran Aircraft Engines,engine_supplier,France,Europe,"[""commercial engines"", ""military engines""]",French engine manufacturer,Aircraft engines and support; Safran group engine node.,5,5,5,5,green,medium,"[""France"", ""engines""]","[""safran_engines"", ""safran_aerospace""]",known
cfm_international,CFM International,joint_venture,France/US,Global,"[""commercial engines""]",GE/Safran engine JV,50/50 joint company of GE Aerospace and Safran Aircraft Engines; major narrowbody engine ecosystem.,4,5,5,5,green,medium,"[""engines"", ""France"", ""US""]","[""cfm""]",known
rolls_royce,Rolls-Royce Civil Aerospace,engine_supplier,United Kingdom,Global,"[""widebody engines"", ""services""]",Civil aerospace engine supplier,Civil aerospace engines and services.,4,5,5,3,green,medium,"[""UK"", ""engines""]","[""rolls_royce_civil""]",known
pratt_whitney,Pratt & Whitney,engine_supplier,United States,Global,"[""commercial engines"", ""military engines""]",Aircraft engine supplier,Aircraft engines and propulsion systems.,2,5,5,1,red,medium,"[""US"", ""engines""]","[""pratt_whitney""]",known
mtu_aero_engines,MTU Aero Engines,engine_supplier,Germany,Europe,"[""engines"", ""MRO""]",German engine and MRO supplier,"Engine modules, components and maintenance/MRO services.",5,4,4,4,green,medium,"[""Germany"", ""engines"", ""MRO""]","[""mtu""]",known
arianegroup,ArianeGroup,space_propulsion_supplier,France/Germany,Europe,"[""launch"", ""space propulsion""]",European launch/propulsion company,Ariane launch vehicle and space propulsion ecosystem.,5,5,4,5,green,medium,"[""Europe"", ""France"", ""Germany"", ""launch""]","[""arianegroup""]",known
blue_origin,Blue Origin,space_launch_company,United States,North America,"[""launch"", ""engines""]",US launch and space company,"Launch vehicles, engines and space systems.",2,5,4,1,orange,medium,"[""US"", ""launch""]","[""blue_origin""]",known
collins_aerospace,Collins Aerospace,tier1_supplier,United States,Global,"[""avionics"", ""systems"", ""interiors""]",Avionics/systems/interiors supplier,"Aerospace systems supplier across avionics, interiors, mission systems and aircraft systems.",2,5,5,2,red,medium,"[""US"", ""avionics"", ""interiors""]","[""rtx_collins""]",known
honeywell_aerospace,Honeywell Aerospace,tier1_supplier,United States,Global,"[""avionics"", ""navigation"", ""APU"", ""software""]",Aerospace systems and software supplier,"Aerospace products, services, software, navigation, support and customer portal.",2,5,5,2,red,high,"[""US"", ""avionics"", ""navigation""]","[""honeywell_aerospace""]",known
thales_aerospace,Thales Aerospace,tier1_supplier,France,Europe,"[""avionics"", ""ATM"", ""connectivity""]",Avionics and ATM systems supplier,"Aerospace avionics, connectivity, air traffic management and flight systems.",5,5,5,5,green,medium,"[""France"", ""avionics"", ""ATM""]","[""thales_avionics""]",known
safran_group,Safran,tier1_supplier,France,Europe,"[""engines"", ""landing systems"", ""interiors"", ""equipment""]",French aerospace systems supplier,"Engines, equipment, landing systems, interiors and avionics/electrical systems.",5,5,5,5,green,medium,"[""France"", ""tier1""]","[""safran_aerospace""]",known
liebherr_aerospace,Liebherr Aerospace,tier1_supplier,Germany/France/Switzerland,Europe,"[""landing gear"", ""flight controls"", ""air management""]",Aircraft systems supplier,"Landing gear, flight control, air management and actuation systems.",5,4,4,5,green,medium,"[""Europe"", ""systems""]","[""liebherr_aerospace""]",known
parker_aerospace,Parker Aerospace,tier1_supplier,United States,Global,"[""motion control"", ""hydraulics""]",Motion and control systems supplier,Aerospace motion and control systems.,2,4,4,2,orange,medium,"[""US"", ""systems""]","[""parker_aerospace""]",known
moog_aircraft,Moog Aircraft,tier1_supplier,United States,Global,"[""flight controls"", ""actuation""]",Flight control and actuation supplier,Aircraft flight control and actuation systems.,2,4,4,2,orange,medium,"[""US"", ""actuation""]","[""moog_aircraft""]",known
spirit_aerosystems,Spirit AeroSystems,aerostructures_supplier,United States,Global,"[""aerostructures""]",Large aerostructures supplier,Aerostructures supplier for major aircraft programmes.,2,5,5,2,red,medium,"[""US"", ""structures""]","[""spirit_aerosystems""]",known
gkn_aerospace,GKN Aerospace,aerostructures_supplier,United Kingdom,Global,"[""structures"", ""systems""]",Aerospace structures and systems supplier,Aerospace systems and structures supplier.,4,4,4,3,orange,medium,"[""UK"", ""structures""]","[""gkn_aerospace""]",known
leonardo_aerostructures,Leonardo Aerostructures,aerostructures_supplier,Italy,Europe,"[""aerostructures""]",European aerostructures supplier,Aerostructures and aircraft manufacturing support.,5,4,4,4,green,medium,"[""Italy"", ""structures""]","[""leonardo_aeronautics""]",known
sita,SITA,software_platform,International,Global,"[""air transport IT""]",Air transport IT provider,Airline/airport communications and IT infrastructure provider.,3,4,5,3,orange,medium,"[""air_transport_IT""]","[""sita""]",known
satcom_direct,Satcom Direct,software_platform,United States,Global,"[""aviation connectivity""]",Aviation connectivity platform,Business aviation connectivity and data services.,2,3,4,2,orange,medium,"[""connectivity""]","[""satcom_direct""]",known
flightradar24,Flightradar24,data_platform,Sweden,Global,"[""flight data""]",Flight tracking data platform,Flight tracking data and operational visibility platform.,4,3,4,4,blue,medium,"[""flight_data""]","[""flightradar24""]",known
spacex,SpaceX,space_launch_company,United States,Global,"[""launch"", ""spacecraft"", ""satellites""]",Launch and satellite/spacecraft company,"Launch services, spacecraft and Starlink constellation.",2,5,5,1,red,medium,"[""US"", ""launch"", ""LEO""]","[""spacex""]",known
rocket_lab,Rocket Lab,space_launch_company,United States/New Zealand,Global,"[""small launch"", ""space systems""]",Launch and space systems company,Small launch and space systems provider.,2,4,4,2,orange,medium,"[""launch"", ""space_systems""]","[""rocket_lab""]",known
arianespace,Arianespace,space_launch_company,Europe,Europe,"[""launch services""]",European launch services provider,European commercial launch services provider.,5,5,4,5,green,medium,"[""Europe"", ""launch""]","[""arianespace""]",known
eutelsat,Eutelsat Group,satellite_operator,France/UK,Europe,"[""satcom"", ""LEO"", ""GEO""]",European satellite operator,European satellite connectivity operator including GEO/LEO assets.,5,5,4,5,green,medium,"[""Europe"", ""satcom""]","[""eutelsat""]",known
ses,SES,satellite_operator,Luxembourg,Europe,"[""satcom""]",European satellite operator,Satellite communications provider.,5,4,4,4,green,medium,"[""Europe"", ""satcom""]","[""ses""]",known
intelsat,Intelsat,satellite_operator,United States,Global,"[""satcom""]",Satellite operator,Satellite communications provider.,2,4,4,2,orange,medium,"[""satcom""]","[""intelsat""]",known
thales_alenia_space,Thales Alenia Space,space_prime,France/Italy,Europe,"[""satellites"", ""space systems""]",European satellite systems prime,Satellite and space infrastructure systems company.,5,5,4,5,green,medium,"[""Europe"", ""France"", ""Italy"", ""satellites""]","[""thales_alenia_space""]",known
ohb,OHB,space_prime,Germany,Europe,"[""satellites"", ""space systems""]",German space systems company,Space systems and technology group.,5,4,4,4,green,medium,"[""Germany"", ""space""]","[""ohb""]",known
airbus_space_systems,Airbus Space Systems,space_prime,Europe,Europe,"[""satellites"", ""space""]",European space prime,"Airbus space products and services including satellites, exploration, ground systems and equipment.",5,5,5,5,green,medium,"[""Europe"", ""space""]","[""airbus_space""]",known
boeing_space_systems,Boeing Space Systems,space_prime,United States,North America,"[""satellites"", ""spacecraft""]",US space prime,Boeing space systems and satellites.,2,4,4,1,orange,medium,"[""US"", ""space""]","[""boeing_space""]",known
engine_mro_capacity,Engine MRO Capacity,dependency_layer,Global,Global,"[""MRO"", ""engines""]",Engine shop visit bottleneck,"Engine maintenance, spare parts, shop slots and lifecycle support capacity.",2,5,5,5,red,medium,"[""MRO"", ""engines""]","[""ge_aerospace_commercial"", ""rolls_royce_civil"", ""boeing_services""]",known
casting_forging_capacity,Castings / Forgings Capacity,dependency_layer,Global,Global,"[""manufacturing"", ""materials""]",Critical manufacturing bottleneck,"Large castings, forgings, discs, blades, shafts, structural parts and qualified supplier capacity.",1,5,5,5,red,medium,"[""forgings"", ""castings""]","[""aerospike_placeholder""]",known
titanium_materials_dependency,Titanium / Specialty Metals Dependency,dependency_layer,Global,Global,"[""materials""]",Specialty materials exposure,"Titanium, nickel superalloys, aluminum, composites, resins and specialty metals supply exposure.",1,5,5,5,red,medium,"[""materials""]","[""aerospike_placeholder""]",known
semiconductor_avionics_dependency,Semiconductor / Avionics Electronics Dependency,dependency_layer,Global,Global,"[""semiconductors"", ""avionics""]",Electronics dependency,"Flight computers, avionics, sensors, navigation, comms and supply of certified electronics.",1,5,5,5,red,medium,"[""chips"", ""avionics""]","[""honeywell_aerospace"", ""thales_avionics"", ""rtx_collins""]",known
certification_bottleneck,Certification Bottleneck,dependency_layer,Global,Global,"[""certification""]",Regulatory approval bottleneck,"Type certification, software certification, continued airworthiness, production approval and regulatory capacity.",3,5,5,5,orange,high,"[""regulation"", ""certification""]","[""easa"", ""faa"", ""icao""]",known
skilled_workforce_aero,Skilled Aerospace Workforce,dependency_layer,Global,Global,"[""talent""]",Workforce bottleneck,"Engineers, technicians, machinists, maintenance staff, certification specialists and software assurance talent.",2,5,5,5,red,medium,"[""talent""]","[""aerospike_placeholder""]",known
quality_escape_risk,Quality Escape / Traceability Risk,dependency_layer,Global,Global,"[""quality"", ""traceability""]",Quality and traceability bottleneck,"Non-conformance, counterfeit parts, paperwork gaps, supplier quality escapes and traceability failures.",1,5,5,5,red,medium,"[""quality"", ""traceability""]","[""easa"", ""faa"", ""boeing_commercial"", ""airbus_commercial""]",known
saf_supply_constraint,SAF Supply Constraint,dependency_layer,Global,Global,"[""SAF"", ""decarbonisation""]",Sustainable aviation fuel bottleneck,"SAF availability, feedstock, certification, price and logistics constraints.",2,5,5,5,red,medium,"[""SAF""]","[""airbus_commercial"", ""iata""]",known
hydrogen_infra_gap,Hydrogen Infrastructure Gap,dependency_layer,Global,Global,"[""hydrogen""]",Future propulsion infrastructure gap,"Hydrogen production, storage, airport infrastructure, safety, certification and aircraft integration.",2,4,4,5,orange,medium,"[""hydrogen""]","[""airbus_commercial""]",known
aviation_cyber_risk,Aviation Cybersecurity Risk,dependency_layer,Global,Global,"[""cybersecurity"", ""software""]",Connected aircraft and operations cyber risk,"Aircraft software, airline operations, connectivity, satcom, ground systems and maintenance data cyber exposure.",2,5,5,5,red,medium,"[""cyber"", ""software""]","[""honeywell_aerospace"", ""sita"", ""satcom_direct""]",known
airspace_capacity_constraint,Airspace / Airport Capacity Constraint,dependency_layer,Global,Global,"[""ATM"", ""airports""]",Operational capacity bottleneck,"Airspace congestion, airport slots, ATM modernization and operational disruption exposure.",3,5,5,5,orange,medium,"[""ATM"", ""capacity""]","[""eurocontrol"", ""iata""]",known
launch_cadence_constraint,Launch Cadence / Range Constraint,dependency_layer,Global,Global,"[""space launch""]",Launch availability bottleneck,"Launch cadence, range availability, propulsion, pads, payload integration and regulatory access.",2,5,5,5,red,medium,"[""launch""]","[""spacex"", ""arianespace"", ""rocket_lab"", ""faa""]",known
